"play_id","session_id","content_id","skipped","seconds_played"
"P00053018","SS00018922","C015922","",189
"P00053019","SS00018922","C000645","",205
"P00053020","SS00018923","C017535","",188
"P00053021","SS00018923","C006744",1,20
"P00053022","SS00018923","C025279","",219
"P00053023","SS00018924","C001171","",579
"P00053024","SS00018924","C007298",1,7
"P00053025","SS00018925","C011106","",251
"P00053026","SS00018925","C029575","",219
"P00053027","SS00018925","C026765","",132
"P00053028","SS00018926","C027725",1,38
"P00053029","SS00018926","C005403","",145
"P00053030","SS00018926","C014108",1,22
"P00053031","SS00018926","C023411",1,40
"P00053032","SS00018926","C014405","",1525
"P00053033","SS00018927","C014050","",95
"P00053034","SS00018927","C009014",1,12
"P00053035","SS00018927","C017139",1,28
"P00053036","SS00018928","C031609",1,35
"P00053037","SS00018928","C023854",1,21
"P00053038","SS00018929","C003503","",1541
"P00053039","SS00018929","C017266","",241
"P00053040","SS00018929","C017254",1,20
"P00053041","SS00018930","C005281","",176
"P00053042","SS00018930","C002612","",155
"P00053043","SS00018930","C028966","",252
"P00053044","SS00018931","C027599","",137
"P00053045","SS00018931","C010663",1,6
"P00053046","SS00018932","C010164","",156
"P00053047","SS00018932","C004702","",979
"P00053048","SS00018933","C022984",1,21
"P00053049","SS00018933","C032663","",1779
"P00053050","SS00018933","C009378","",227
"P00053051","SS00018933","C029786",1,36
"P00053052","SS00018934","C004165","",237
"P00053053","SS00018934","C014879","",271
"P00053054","SS00018935","C030920","",2298
"P00053055","SS00018935","C033196","",173
"P00053056","SS00018935","C012218","",165
"P00053057","SS00018936","C026393","",939
"P00053058","SS00018936","C019498","",120
"P00053059","SS00018936","C030329","",897
"P00053060","SS00018937","C009265","",1593
"P00053061","SS00018937","C017361","",150
"P00053062","SS00018937","C029729","",160
"P00053063","SS00018937","C029074","",132
"P00053064","SS00018938","C004843","",981
"P00053065","SS00018938","C023570","",105
"P00053066","SS00018938","C005507",1,37
"P00053067","SS00018939","C014285","",1771
"P00053068","SS00018939","C009033","",1480
"P00053069","SS00018939","C017870","",189
"P00053070","SS00018940","C009534",1,28
"P00053071","SS00018940","C012721","",295
"P00053072","SS00018940","C021450","",201
"P00053073","SS00018941","C013472","",1942
"P00053074","SS00018941","C023488","",1802
"P00053075","SS00018941","C012351","",183
"P00053076","SS00018942","C001828","",183
"P00053077","SS00018942","C021662","",809
"P00053078","SS00018942","C001647","",924
"P00053079","SS00018943","C009800","",172
"P00053080","SS00018943","C030697",1,18
"P00053081","SS00018943","C007879","",125
"P00053082","SS00018944","C013417","",1763
"P00053083","SS00018944","C026786","",1883
"P00053084","SS00018944","C008989",1,36
"P00053085","SS00018945","C022150","",163
"P00053086","SS00018945","C024806","",656
"P00053087","SS00018945","C021212","",130
"P00053088","SS00018945","C021767","",276
"P00053089","SS00018946","C000999","",868
"P00053090","SS00018946","C026220",1,5
"P00053091","SS00018946","C007110","",2117
"P00053092","SS00018947","C027961",1,34
"P00053093","SS00018947","C032277","",1901
"P00053094","SS00018948","C020783",1,21
"P00053095","SS00018948","C013300",1,24
"P00053096","SS00018948","C021332","",1833
"P00053097","SS00018949","C026634","",1355
"P00053098","SS00018949","C029159","",1727
"P00053099","SS00018950","C028688","",147
"P00053100","SS00018950","C020267","",182
"P00053101","SS00018950","C014111","",175
"P00053102","SS00018951","C029094",1,24
"P00053103","SS00018951","C002293",1,39
"P00053104","SS00018951","C030092","",213
"P00053105","SS00018952","C025299","",2198
"P00053106","SS00018952","C008371",1,9
"P00053107","SS00018953","C031470","",143
"P00053108","SS00018953","C021127",1,29
"P00053109","SS00018954","C017215",1,29
"P00053110","SS00018954","C033404","",983
"P00053111","SS00018954","C019040","",797
"P00053112","SS00018954","C021149","",217
"P00053113","SS00018955","C011879",1,29
"P00053114","SS00018955","C026910","",212
"P00053115","SS00018956","C026941",1,22
"P00053116","SS00018956","C018829","",1048
"P00053117","SS00018956","C002443","",1728
"P00053118","SS00018957","C019043",1,24
"P00053119","SS00018957","C027944",1,37
"P00053120","SS00018957","C000469",1,33
"P00053121","SS00018957","C009431","",189
"P00053122","SS00018957","C027027","",87
"P00053123","SS00018957","C017321","",126
"P00053124","SS00018958","C033457","",99
"P00053125","SS00018958","C009030","",1493
"P00053126","SS00018958","C025074","",1131
"P00053127","SS00018959","C016274","",250
"P00053128","SS00018959","C018818","",122
"P00053129","SS00018959","C025907","",179
"P00053130","SS00018959","C006008","",1189
"P00053131","SS00018960","C031210","",169
"P00053132","SS00018960","C027966","",203
"P00053133","SS00018960","C015694","",195
"P00053134","SS00018961","C023005",1,22
"P00053135","SS00018961","C019635",1,11
"P00053136","SS00018962","C028948",1,16
"P00053137","SS00018962","C013146",1,17
"P00053138","SS00018963","C017963","",1790
"P00053139","SS00018963","C010153",1,16
"P00053140","SS00018963","C020226","",158
"P00053141","SS00018963","C000766","",112
"P00053142","SS00018964","C002357","",106
"P00053143","SS00018964","C008184",1,15
"P00053144","SS00018964","C021412","",113
"P00053145","SS00018965","C007204","",187
"P00053146","SS00018965","C022725",1,37
"P00053147","SS00018965","C016435","",218
"P00053148","SS00018966","C017586",1,24
"P00053149","SS00018966","C017650","",1894
"P00053150","SS00018966","C016276","",116
"P00053151","SS00018967","C021477",1,5
"P00053152","SS00018967","C021927","",2027
"P00053153","SS00018967","C025151","",1741
"P00053154","SS00018968","C020817","",185
"P00053155","SS00018968","C019676","",1755
"P00053156","SS00018969","C004554","",205
"P00053157","SS00018969","C014143","",1876
"P00053158","SS00018970","C014873","",243
"P00053159","SS00018970","C030817","",215
"P00053160","SS00018971","C020934","",224
"P00053161","SS00018971","C028422","",130
"P00053162","SS00018971","C013311","",181
"P00053163","SS00018972","C018589",1,25
"P00053164","SS00018972","C014383","",101
"P00053165","SS00018973","C012951","",131
"P00053166","SS00018973","C023732","",140
"P00053167","SS00018973","C017111","",694
"P00053168","SS00018974","C029795",1,20
"P00053169","SS00018974","C001111","",151
"P00053170","SS00018975","C005169","",1074
"P00053171","SS00018975","C006936","",1602
"P00053172","SS00018975","C005630","",218
"P00053173","SS00018976","C015364","",160
"P00053174","SS00018976","C019744","",214
"P00053175","SS00018976","C028310","",571
"P00053176","SS00018976","C008604",1,38
"P00053177","SS00018976","C001353","",159
"P00053178","SS00018977","C017933","",230
"P00053179","SS00018977","C016354",1,19
"P00053180","SS00018978","C027986","",1470
"P00053181","SS00018978","C033198","",98
"P00053182","SS00018978","C022986","",241
"P00053183","SS00018978","C005250","",489
"P00053184","SS00018979","C030922","",582
"P00053185","SS00018979","C004760","",200
"P00053186","SS00018979","C018562","",211
"P00053187","SS00018980","C014413","",174
"P00053188","SS00018980","C016430","",1452
"P00053189","SS00018980","C001143","",210
"P00053190","SS00018981","C029985","",277
"P00053191","SS00018981","C016897",1,19
"P00053192","SS00018982","C019154",1,22
"P00053193","SS00018982","C031231","",997
"P00053194","SS00018983","C027171","",135
"P00053195","SS00018983","C011375","",150
"P00053196","SS00018984","C010135","",1148
"P00053197","SS00018984","C009845",1,16
"P00053198","SS00018984","C002940","",254
"P00053199","SS00018985","C025429",1,27
"P00053200","SS00018985","C029819",1,22
"P00053201","SS00018985","C013337","",1609
"P00053202","SS00018986","C024173",1,7
"P00053203","SS00018986","C008678","",1450
"P00053204","SS00018987","C031991",1,38
"P00053205","SS00018987","C017112",1,8
"P00053206","SS00018988","C030710",1,15
"P00053207","SS00018988","C029421","",233
"P00053208","SS00018989","C020193","",145
"P00053209","SS00018989","C015999","",1793
"P00053210","SS00018989","C013593","",140
"P00053211","SS00018990","C026934",1,12
"P00053212","SS00018990","C021332","",1123
"P00053213","SS00018990","C011632","",883
"P00053214","SS00018990","C014486","",185
"P00053215","SS00018990","C020934",1,14
"P00053216","SS00018991","C019285",1,13
"P00053217","SS00018991","C004115","",112
"P00053218","SS00018991","C033806",1,28
"P00053219","SS00018992","C026873",1,10
"P00053220","SS00018992","C026153","",152
"P00053221","SS00018992","C003673","",239
"P00053222","SS00018993","C030065","",157
"P00053223","SS00018993","C006962","",176
"P00053224","SS00018994","C009605",1,22
"P00053225","SS00018994","C031163","",1128
"P00053226","SS00018995","C028438",1,21
"P00053227","SS00018995","C028483","",142
"P00053228","SS00018996","C024859","",192
"P00053229","SS00018996","C009071","",234
"P00053230","SS00018997","C022560","",486
"P00053231","SS00018997","C016654","",928
"P00053232","SS00018998","C016642","",249
"P00053233","SS00018998","C026344","",120
"P00053234","SS00018998","C001246","",180
"P00053235","SS00018998","C005026","",1559
"P00053236","SS00018999","C001699","",170
"P00053237","SS00018999","C014880",1,38
"P00053238","SS00018999","C000174","",1189
"P00053239","SS00019000","C031048","",1420
"P00053240","SS00019000","C032479","",139
"P00053241","SS00019001","C033849","",183
"P00053242","SS00019001","C033450","",197
"P00053243","SS00019001","C029894","",133
"P00053244","SS00019001","C024549","",188
"P00053245","SS00019002","C018349","",222
"P00053246","SS00019002","C019285","",2044
"P00053247","SS00019002","C002222","",101
"P00053248","SS00019003","C033545","",1073
"P00053249","SS00019003","C031040","",116
"P00053250","SS00019004","C003980","",1038
"P00053251","SS00019004","C030407","",197
"P00053252","SS00019004","C030836",1,14
"P00053253","SS00019005","C015728","",2431
"P00053254","SS00019005","C022378",1,6
"P00053255","SS00019005","C023303","",152
"P00053256","SS00019006","C011551","",1451
"P00053257","SS00019006","C032325","",2774
"P00053258","SS00019006","C009998",1,33
"P00053259","SS00019007","C028832","",135
"P00053260","SS00019007","C027303","",1220
"P00053261","SS00019007","C007152","",975
"P00053262","SS00019008","C011501","",498
"P00053263","SS00019008","C010587",1,9
"P00053264","SS00019008","C032207","",194
"P00053265","SS00019009","C031122",1,24
"P00053266","SS00019009","C004805","",186
"P00053267","SS00019010","C008268","",104
"P00053268","SS00019010","C022336",1,21
"P00053269","SS00019010","C009950","",136
"P00053270","SS00019011","C002555","",1717
"P00053271","SS00019011","C019762",1,12
"P00053272","SS00019011","C015217","",1284
"P00053273","SS00019012","C004640",1,8
"P00053274","SS00019012","C015781",1,27
"P00053275","SS00019012","C008982",1,8
"P00053276","SS00019013","C018172","",208
"P00053277","SS00019013","C005030",1,38
"P00053278","SS00019013","C012289","",201
"P00053279","SS00019013","C010614",1,26
"P00053280","SS00019014","C016288","",2117
"P00053281","SS00019014","C014525","",161
"P00053282","SS00019014","C030107","",226
"P00053283","SS00019015","C005744","",1284
"P00053284","SS00019015","C005631","",627
"P00053285","SS00019015","C005458","",926
"P00053286","SS00019016","C021596",1,11
"P00053287","SS00019016","C010109","",213
"P00053288","SS00019016","C014018","",1950
"P00053289","SS00019017","C015725","",562
"P00053290","SS00019017","C030295","",118
"P00053291","SS00019018","C008322","",1028
"P00053292","SS00019018","C015167","",212
"P00053293","SS00019019","C000801","",130
"P00053294","SS00019019","C015253","",231
"P00053295","SS00019019","C003952",1,11
"P00053296","SS00019020","C018635",1,9
"P00053297","SS00019020","C018596","",1173
"P00053298","SS00019021","C029584",1,16
"P00053299","SS00019021","C027343","",1823
"P00053300","SS00019022","C022446","",1306
"P00053301","SS00019022","C032567","",232
"P00053302","SS00019023","C012979","",132
"P00053303","SS00019023","C002505","",1824
"P00053304","SS00019023","C002328",1,6
"P00053305","SS00019024","C003655","",94
"P00053306","SS00019024","C026977","",164
"P00053307","SS00019024","C018430","",1811
"P00053308","SS00019025","C012306","",213
"P00053309","SS00019025","C026799","",231
"P00053310","SS00019025","C009761",1,34
"P00053311","SS00019025","C006650","",1683
"P00053312","SS00019026","C025981",1,35
"P00053313","SS00019026","C011644",1,21
"P00053314","SS00019027","C010933","",243
"P00053315","SS00019027","C013474","",280
"P00053316","SS00019028","C002027","",140
"P00053317","SS00019028","C009857","",1138
"P00053318","SS00019029","C021429","",620
"P00053319","SS00019029","C009598",1,41
"P00053320","SS00019030","C023824",1,19
"P00053321","SS00019030","C001391","",112
"P00053322","SS00019031","C008227","",168
"P00053323","SS00019031","C031952","",213
"P00053324","SS00019032","C015792","",1582
"P00053325","SS00019032","C001172","",509
"P00053326","SS00019032","C020623","",229
"P00053327","SS00019033","C020730",1,24
"P00053328","SS00019033","C032624","",257
"P00053329","SS00019033","C032580","",1734
"P00053330","SS00019033","C008123","",1448
"P00053331","SS00019034","C020581","",1612
"P00053332","SS00019034","C006835","",833
"P00053333","SS00019035","C003048",1,25
"P00053334","SS00019035","C026430","",105
"P00053335","SS00019035","C006872","",1362
"P00053336","SS00019036","C031937","",196
"P00053337","SS00019036","C002128","",136
"P00053338","SS00019036","C019096","",1502
"P00053339","SS00019037","C020328","",111
"P00053340","SS00019037","C029101","",121
"P00053341","SS00019038","C020688",1,42
"P00053342","SS00019038","C033209","",386
"P00053343","SS00019038","C030801","",146
"P00053344","SS00019039","C016204",1,9
"P00053345","SS00019039","C021725","",508
"P00053346","SS00019039","C025759",1,26
"P00053347","SS00019039","C026013","",363
"P00053348","SS00019039","C017124","",970
"P00053349","SS00019040","C002755","",1950
"P00053350","SS00019040","C020541","",222
"P00053351","SS00019040","C030223","",284
"P00053352","SS00019040","C017961","",208
"P00053353","SS00019041","C023431","",217
"P00053354","SS00019041","C022937","",304
"P00053355","SS00019041","C025413","",1626
"P00053356","SS00019042","C012793",1,41
"P00053357","SS00019042","C002838","",1202
"P00053358","SS00019043","C027529","",1857
"P00053359","SS00019043","C020271",1,43
"P00053360","SS00019043","C019231",1,13
"P00053361","SS00019044","C010716","",233
"P00053362","SS00019044","C005792","",142
"P00053363","SS00019045","C007767","",437
"P00053364","SS00019045","C008939","",409
"P00053365","SS00019045","C018401","",234
"P00053366","SS00019046","C004289","",986
"P00053367","SS00019046","C013597","",197
"P00053368","SS00019047","C033230","",239
"P00053369","SS00019047","C007201","",1029
"P00053370","SS00019048","C002810","",200
"P00053371","SS00019048","C015287",1,28
"P00053372","SS00019049","C019826","",214
"P00053373","SS00019049","C025673","",226
"P00053374","SS00019050","C021773","",153
"P00053375","SS00019050","C022712",1,37
"P00053376","SS00019051","C002497","",166
"P00053377","SS00019051","C021036","",100
"P00053378","SS00019052","C000470","",260
"P00053379","SS00019052","C008909","",118
"P00053380","SS00019052","C006920","",224
